VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,20992,Les Hauts de Lagarde Rouge,6.7,12.99,750.0,2293,15363.1,744.0,7882.56,4320.93,82.69,68054.7,-7480.54,-94.89988024195185,0.32446576537287397,0.5130839479011398
1392,CONSTELLATION BRANDS INC,26403,Mouton Cadet Ryder Cup Red B,9.86,14.99,750.0,1558,15361.88,431.0,5584.69,2504.09,48.07,79528.99,-9777.189999999999,-175.0713110306928,0.2766367137355584,0.36354209250430286
9815,WINE GROUP INC,31456,Foxhorn SE Merlot Australia,5.22,8.99,1500.0,2942,15357.24,907.0,7533.93,3741.48,202.87,27100.41,-7823.3099999999995,-103.84102321099344,0.3082936777702243,0.4905783851785868
516,BANFI PRODUCTS CORP,24673,Bolla Pinot Grigio,8.96,12.99,1500.0,1711,15330.56,377.0,5420.2300000000005,4281.04,83.72,8510.41,-9910.329999999998,-182.8396580956896,0.22033898305084745,0.3535572086081657
12546,JIM BEAM BRANDS COMPANY,4846,Cruzan Estate Diamond Dark,12.4,16.99,750.0,1236,15326.400000000001,344.0,6108.5599999999995,4743.33,271.13,123880.97,-9217.840000000002,-150.90037586599792,0.2783171521035599,0.3985645683265476
4425,MARTIGNETTI COMPANIES,25963,Macrostie Carneros Chard,11.61,17.99,750.0,1320,15325.199999999999,357.0,7039.429999999999,4255.839999999999,39.6,144929.24,-8285.77,-117.70512669349651,0.27045454545454545,0.4593369091431107
2000,SOUTHERN WINE & SPIRITS NE,13143,F Coppola Directors Chard,10.27,15.99,750.0,1492,15322.84,318.0,5182.82,3021.13,35.3,19016.59,-10140.02,-195.646771448748,0.2131367292225201,0.3382414748179841
1189,BULLY BOY DISTILLERS,3047,Bully Boy Vodka,20.73,27.99,750.0,739,15319.47,342.0,8106.58,4944.91,269.47,609.39,-7212.889999999999,-88.97574562885951,0.462787550744249,0.5291684372892796
4425,MARTIGNETTI COMPANIES,8929,Sebastiani Chard Sonoma,5.8,8.99,750.0,2641,15317.8,602.0,7953.9800000000005,4561.53,66.86,144929.24,-7363.819999999999,-92.58031828091092,0.2279439606209769,0.5192638629568215
653,STATE WINE & SPIRITS,4272,Smith & Cross Jamacian Rum,20.43,27.99,750.0,749,15302.07,216.0,6051.839999999999,4848.2699999999995,170.31,8014.9800000000005,-9250.23,-152.84987706218277,0.2883845126835781,0.39549159035346193
1485,CASTLE BRANDS CORP.,4639,Jeffersons  Ocean Bourbon,58.82,79.99,750.0,260,15293.2,98.0,7839.0199999999995,5439.32,77.27,8497.59,-7454.180000000001,-95.09071286972099,0.3769230769230769,0.5125820626160646
8004,SAZERAC CO INC,2251,Canadian Hunter Whisky,0.79,0.99,50.0,19345,15282.55,6604.0,6537.96,1955.25,343.63,50293.62,-8744.59,-133.75104772742569,0.3413802016024813,0.42780556909678036
9819,TREASURY WINE ESTATES,15205,Beringer Cab Svgn Napa Vly,17.76,29.99,750.0,860,15273.6,236.0,8257.64,5458.4400000000005,26.14,14836.57,-7015.960000000001,-84.96325826749533,0.2744186046511628,0.5406479153572177
9744,FREDERICK WILDMAN & SONS,33267,El Coto de Rioja RSV Coto d,13.6,19.99,750.0,1122,15259.199999999999,487.0,9735.13,6136.929999999999,54.0,3999.93,-5524.07,-56.74366957606113,0.43404634581105167,0.6379842979972737
9744,FREDERICK WILDMAN & SONS,11089,Jaboulet Cts Rhone Parl Rose,6.86,11.99,750.0,2223,15249.779999999999,0.0,0.0,0.0,0.0,3999.93,-15249.779999999999,-inf,0.0,0.0
3252,E & J GALLO WINERY,24094,Gallo Copperidge Cab Svgn,4.57,6.99,1500.0,3336,15245.52,866.0,6053.34,971.61,194.82000000000002,61966.91,-9192.18,-151.85302659358305,0.2595923261390887,0.3970569714906412
3252,E & J GALLO WINERY,43379,Edna Valley San Luis Cab Svg,9.58,13.99,750.0,1591,15241.779999999999,687.0,8441.13,5073.9,76.25,61966.91,-6800.65,-80.56563516969885,0.431803896920176,0.5538152368030506
17035,PERNOD RICARD USA,2615,Chivas Regal,2.57,3.49,50.0,5926,15229.82,2029.0,7081.21,3123.55,104.44,123780.22,-8148.61,-115.07369503234617,0.34238947013162335,0.464956906910259
3924,HEAVEN HILL DISTILLERIES,9160,Deep Eddy Peach Vodka,0.72,0.99,50.0,21148,15226.56,7539.0,7463.61,2119.59,392.67,14069.87,-7762.95,-104.01065972096613,0.3564876111216191,0.4901704652922262
3960,DIAGEO NORTH AMERICA INC,485,Seagrams 7 Crown,10.39,12.99,1000.0,1464,15210.960000000001,436.0,5663.64,3481.32,457.8,257032.07,-9547.32,-168.5721550098523,0.2978142076502732,0.37233941841935025
9552,M S WALKER INC,39764,Grahams 10-Yr Tawny Port,18.29,31.99,750.0,831,15198.99,381.0,10780.189999999999,7929.2,42.13,55551.82,-4418.800000000001,-40.99000110387666,0.4584837545126354,0.7092701554511187
7153,PINE STATE TRADING CO,40801,Sileni Sauvignon Blanc,7.33,10.99,750.0,2072,15187.759999999998,541.0,5725.59,3124.06,60.160000000000004,15884.82,-9462.169999999998,-165.26104733311325,0.2611003861003861,0.37698712647553034
7153,PINE STATE TRADING CO,4315,Rumson's Spiced Rum,23.07,33.99,750.0,658,15180.06,194.0,5818.0599999999995,4828.389999999999,153.0,15884.82,-9362.0,-160.91274411057984,0.2948328267477204,0.38326989484890045
2000,SOUTHERN WINE & SPIRITS NE,33965,Castellare Chianti Clsc,13.72,21.99,750.0,1106,15174.319999999998,336.0,7433.639999999999,4384.0199999999995,37.300000000000004,19016.59,-7740.6799999999985,-104.13041255697073,0.3037974683544304,0.4898829074383564
4425,MARTIGNETTI COMPANIES,28156,Sauvion Vouvray,8.9,13.99,750.0,1703,15156.699999999999,485.0,6744.15,3449.52,53.93,144929.24,-8412.55,-124.73847705048078,0.28479154433352905,0.44496163412880113
7153,PINE STATE TRADING CO,27330,Hahn Cab Svgn Santa Lucia,7.89,12.99,750.0,1920,15148.800000000001,692.0,8572.08,3959.82,77.14,15884.82,-6576.720000000001,-76.72256908474957,0.36041666666666666,0.5658586818757921
9815,WINE GROUP INC,23889,Corbett Canyon Wh Znfdl,4.82,7.99,1500.0,3141,15139.62,826.0,6851.74,3932.26,184.59,27100.41,-8287.880000000001,-120.96022324256322,0.2629735752944922,0.4525701437684697
9552,M S WALKER INC,4389,Amaro Montenegro Liqueur,16.54,23.99,750.0,915,15134.099999999999,336.0,8166.639999999999,6143.48,264.88,55551.82,-6967.459999999999,-85.31611531792757,0.36721311475409835,0.5396184774780133
10754,PERFECTA WINES,12473,Ch Beauchene CDR White RSV,7.99,11.99,750.0,1893,15125.07,559.0,6702.41,3800.83,62.11,28720.52,-8422.66,-125.66614098510833,0.2952984680401479,0.4431324945934135
4425,MARTIGNETTI COMPANIES,2925,Penasco Plata Tequila,22.21,29.99,750.0,681,15125.009999999998,47.0,1315.53,1007.64,37.1,144929.24,-13809.479999999998,-1049.7274862602903,0.06901615271659324,0.08697713257710243
4425,MARTIGNETTI COMPANIES,7872,Piper Heidsieck Brut,25.5,37.99,750.0,593,15121.5,423.0,19172.77,12235.300000000001,46.910000000000004,144929.24,4051.2700000000004,21.13033223681294,0.7133220910623946,1.2679145587408658
10754,PERFECTA WINES,13636,Charles Smith C Smith Cab Sv,10.45,15.99,750.0,1445,15100.25,397.0,7643.03,4388.71,44.09,28720.52,-7457.22,-97.56889610534043,0.27474048442906573,0.5061525471432592
90027,POVERTY LANE ORCHARDS,43918,Farnum Hill X-Dry Cider,7.79,11.99,750.0,1937,15089.230000000001,966.0,11582.34,6546.54,107.36,229.88,-3506.8900000000012,-30.27790584631431,0.49870934434692826,0.7675898637637573
3252,E & J GALLO WINERY,18856,Barefoot Refresh Sweet White,3.92,5.99,750.0,3847,15080.24,1009.0,6030.91,2740.42,112.47,61966.91,-9049.33,-150.04916339325243,0.2622822978944632,0.3999213540368058
9165,ULTRA BEVERAGE COMPANY LLP,5079,Zodiac Black Cherry Vodka,9.32,12.49,750.0,1618,15079.76,269.0,3359.81,2098.32,211.89000000000001,68054.7,-11719.95,-348.82776109363334,0.16625463535228677,0.2228026175482899
4425,MARTIGNETTI COMPANIES,26890,Davis Bynum River West Chard,13.6,19.99,750.0,1108,15068.8,677.0,10545.23,3982.62,75.62,144929.24,-4523.57,-42.896835820555836,0.6110108303249098,0.6998055585049905
9552,M S WALKER INC,31384,Benton Lane Pnt Nr Ore,17.44,26.99,750.0,863,15050.72,340.0,10142.6,5958.0,37.78,55551.82,-4908.119999999999,-48.39114231065012,0.3939745075318656,0.673894670819735
10754,PERFECTA WINES,19452,Trois Couronnes CdR Red,5.99,8.99,750.0,2510,15034.9,505.0,5549.95,3384.92,56.06,28720.52,-9484.95,-170.9015396535104,0.20119521912350596,0.3691378060379517
8004,SAZERAC CO INC,5322,Linie Aquavit,17.42,22.99,750.0,863,15033.46,498.0,12822.019999999999,8006.889999999999,392.19,50293.62,-2211.4400000000005,-17.247204418648547,0.5770567786790266,0.8528988004092205
6213,MHW LTD,5730,Galliano L'Autentico Liqueur,1.55,1.99,50.0,9693,15024.15,2137.0,4252.63,1584.04,110.5,9621.58,-10771.52,-253.290787112916,0.2204683792427525,0.28305295141488873
2000,SOUTHERN WINE & SPIRITS NE,23239,Hay Maker Svgn Bl,6.12,8.99,750.0,2452,15006.24,556.0,5997.44,2922.29,61.89,19016.59,-9008.8,-150.21075658947817,0.2267536704730832,0.3996630734947595
9165,ULTRA BEVERAGE COMPANY LLP,45831,Lake Sonoma Chard RRV,11.48,16.99,750.0,1307,15004.359999999999,355.0,6281.45,4016.7299999999996,39.36,68054.7,-8722.91,-138.86777734440295,0.27161438408569244,0.4186416481609346
90024,VINILANDIA USA,44916,Ferreira Dona Antonio RSV,11.4,18.99,750.0,1315,14991.000000000002,519.0,9440.81,6390.49,57.49,2802.64,-5550.190000000002,-58.789341168819234,0.3946768060836502,0.6297651924488025
12546,JIM BEAM BRANDS COMPANY,3454,Pinnacle Pineapple,0.72,0.99,50.0,20816,14987.52,9130.0,9038.7,2715.57,474.92,123880.97,-5948.82,-65.81499551926714,0.43860491929285167,0.6030817640276711
9165,ULTRA BEVERAGE COMPANY LLP,45240,Nino Franco Prosecco Rustic,9.99,14.99,750.0,1500,14985.0,455.0,8346.449999999999,4496.549999999999,50.54,68054.7,-6638.550000000001,-79.53740811961974,0.30333333333333334,0.5569869869869869
516,BANFI PRODUCTS CORP,15620,C Y Toro Casillero Diab Malb,6.7,9.99,750.0,2234,14967.800000000001,592.0,6177.08,3725.5,65.77,8510.41,-8790.720000000001,-142.31190141620314,0.26499552372426144,0.4126912438701746
10754,PERFECTA WINES,27010,J Moreau & Fils Chablis,17.1,25.99,750.0,875,14962.5,323.0,7976.7699999999995,4550.16,35.9,28720.52,-6985.7300000000005,-87.57592358811901,0.36914285714285716,0.5331174603174603
6355,NICHE W & S,2110,Barr an Uisce Irish Whiskey,35.71,49.99,750.0,419,14962.49,165.0,7593.35,6808.52,130.21,551.21,-7369.139999999999,-97.04728479524846,0.3937947494033413,0.5074924026682724
9165,ULTRA BEVERAGE COMPANY LLP,5067,Zodiac Vodka,9.32,12.49,750.0,1605,14958.6,495.0,6182.55,2747.8,389.72,68054.7,-8776.05,-141.94871048353832,0.308411214953271,0.413310737635875
6785,PALM BAY INTERNATIONAL INC,16151,Cavit Alta Luna Pnt Grigio,7.38,10.99,750.0,2025,14944.5,484.0,5319.16,3329.9700000000003,53.69,13605.41,-9625.34,-180.95601561148754,0.23901234567901233,0.3559275987821606
1392,CONSTELLATION BRANDS INC,3904,Svedka Cucumber Lime Vodka,0.71,0.99,50.0,21038,14936.98,6310.0,6246.9,1840.41,328.48,79528.99,-8690.08,-139.11027869823434,0.2999334537503565,0.41821706931387737
6785,PALM BAY INTERNATIONAL INC,6368,Santa Rita 120 Merlot,4.13,5.99,750.0,3614,14925.82,1014.0,6073.86,3126.78,112.81,13605.41,-8851.96,-145.73862420273105,0.2805755395683453,0.40693643632309645
660,SAZERAC NORTH AMERICA INC.,7489,99 Blackberries,0.75,0.99,50.0,19882,14911.5,13294.0,13161.06,2391.84,695.9,17932.33,-1750.4400000000005,-13.300144517234939,0.6686450055326426,0.8826114073030882
9552,M S WALKER INC,35049,Ch Pesquie Cotes du Ventoux,8.66,12.99,750.0,1720,14895.2,573.0,7519.27,4418.64,63.65,55551.82,-7375.93,-98.0936979254635,0.33313953488372094,0.5048116171652614
3252,E & J GALLO WINERY,25723,Prophecy Pnt Nr,5.44,7.99,750.0,2738,14894.72,676.0,6753.24,4385.61,74.93,61966.91,-8141.48,-120.55665132588209,0.2468955441928415,0.4533982511923688
4425,MARTIGNETTI COMPANIES,46762,Clayhouse Cab Svgn Paso Rbls,7.99,12.99,750.0,1864,14893.359999999999,603.0,8811.97,4747.76,67.06,144929.24,-6081.389999999999,-69.01283141000253,0.32349785407725323,0.591671053409036
8004,SAZERAC CO INC,2013,E H Taylor Straight Rye,55.55,69.99,750.0,268,14887.4,79.0,5529.21,4339.38,62.28,50293.62,-9358.189999999999,-169.25003752796508,0.2947761194029851,0.3714019909453632
8112,MOET HENNESSY USA INC,23874,Ruinart Champagne Gift Box,38.95,59.99,750.0,382,14878.9,133.0,7433.67,4799.14,14.74,48347.26,-7445.23,-100.1555086518503,0.3481675392670157,0.49961153042227585
9165,ULTRA BEVERAGE COMPANY LLP,27124,Winemakers Secret Barrel Red,10.2,14.99,1000.0,1458,14871.6,904.0,10838.96,3381.18,135.6,68054.7,-4032.6400000000012,-37.20504550252055,0.6200274348422496,0.7288361709567228
9815,WINE GROUP INC,23519,Slow Press Chard,9.86,14.99,750.0,1507,14859.02,862.0,7940.38,2949.38,96.41,27100.41,-6918.64,-87.13235386719528,0.5719973457199734,0.5343811368448256
17035,PERNOD RICARD USA,6411,Avion Reposado Tequila,34.07,48.99,750.0,436,14854.519999999999,125.0,5964.75,4390.08,98.53,123780.22,-8889.769999999999,-149.0384341338698,0.286697247706422,0.4015444457309964
9165,ULTRA BEVERAGE COMPANY LLP,22448,Jam Cab Svgn,13.99,20.99,750.0,1061,14843.39,320.0,5756.799999999999,2968.35,35.58,68054.7,-9086.59,-157.84098804891607,0.3016022620169651,0.38783593235777
8892,TRINCHERO FAMILY ESTATES,11149,Napa Cellars Svgn Bl,11.76,17.99,750.0,1259,14805.84,317.0,5068.83,3709.68,35.07,11595.97,-9737.01,-192.09580909203902,0.25178713264495634,0.34235342270347374
9552,M S WALKER INC,2803,Bluecoat Gin,20.46,25.99,750.0,723,14792.58,198.0,5146.0199999999995,4236.37,156.16,55551.82,-9646.560000000001,-187.45671412081575,0.27385892116182575,0.3478784633917815
9165,ULTRA BEVERAGE COMPANY LLP,46788,Oops Cheeky Little Svgn Bl,5.62,8.99,750.0,2632,14791.84,570.0,5185.3,3234.4700000000003,63.21,68054.7,-9606.54,-185.26488342043857,0.21656534954407294,0.3505513850879945
4425,MARTIGNETTI COMPANIES,21251,Renwood Old Vine Zinfandel,11.72,17.99,750.0,1261,14778.919999999998,390.0,6811.099999999999,3572.95,43.35,144929.24,-7967.819999999999,-116.98286620369689,0.30927835051546393,0.46086588194536543
3252,E & J GALLO WINERY,15264,Bridlewood Cab Svgn,9.52,13.99,750.0,1552,14775.039999999999,568.0,6242.32,3483.83,63.06,61966.91,-8532.72,-136.6914864986095,0.36597938144329895,0.422490903577926
9552,M S WALKER INC,25517,Match Book Lake Cnty Cab Svg,9.86,17.99,750.0,1498,14770.28,560.0,5314.4,1556.3600000000001,62.77,55551.82,-9455.880000000001,-177.92939936775556,0.37383177570093457,0.3598036056188508
8320,SHAW ROSS INT L IMP LTD,4692,Ron Barcelo Anejo Rum,12.3,15.99,750.0,1200,14760.0,494.0,6911.06,5092.36,389.45,3151.92,-7848.94,-113.57071129464944,0.4116666666666667,0.4682289972899729
1128,BROWN-FORMAN CORP,5075,Tuaca Italian Liqueur,15.03,21.99,750.0,980,14729.400000000001,0.0,0.0,0.0,0.0,68601.68,-14729.400000000001,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,17457,Skinnygirl White Wine,5.84,8.99,750.0,2519,14710.96,645.0,5942.55,3488.2200000000003,71.62,123880.97,-8768.41,-147.5529865125241,0.25605398967844384,0.4039539227895393
8112,MOET HENNESSY USA INC,24647,Dom Perignon P2 Blanc 1998,193.54,299.99,750.0,76,14709.04,19.0,5699.81,4199.860000000001,2.09,48347.26,-9009.23,-158.06193539784658,0.25,0.38750387516792395
1392,CONSTELLATION BRANDS INC,44217,Ruffino Il Ducale Toscana Rd,10.95,15.99,750.0,1342,14694.900000000001,497.0,7965.03,4713.06,55.160000000000004,79528.99,-6729.870000000002,-84.49271377508938,0.37034277198211624,0.5420268256333829
9165,ULTRA BEVERAGE COMPANY LLP,2189,Cleveland Black Rsv Whiskey,19.83,26.99,750.0,741,14694.03,218.0,5457.82,4783.09,172.03,68054.7,-9236.210000000001,-169.22892290328375,0.2941970310391363,0.37143111862436645
10754,PERFECTA WINES,3676,Permafrost Alaskan Vodka,31.0,39.99,750.0,474,14694.0,179.0,6263.21,5668.38,141.29,28720.52,-8430.79,-134.60813225167288,0.37763713080168776,0.4262426840887437
8664,"STOLI GROUP,(USA) LLC",3671,Stolichnaya Razberi,1.54,1.99,50.0,9541,14693.140000000001,2980.0,5930.2,2244.72,154.25,18544.49,-8762.940000000002,-147.768034804897,0.31233623309925584,0.4036033141996877
3252,E & J GALLO WINERY,10298,Alamos Torrontes,4.51,9.99,750.0,3257,14689.07,605.0,6043.95,3296.7000000000003,67.21000000000001,61966.91,-8645.119999999999,-143.03758303758303,0.18575376112987413,0.4114589963830249
2000,SOUTHERN WINE & SPIRITS NE,44082,Wente Sandstone Mntry Merlot,9.03,16.99,750.0,1625,14673.75,542.0,7672.58,4777.63,60.17,19016.59,-7001.17,-91.24922776953775,0.33353846153846156,0.5228779282732771
3252,E & J GALLO WINERY,25754,Barefoot Refresh Summer Whit,5.19,7.99,250.0,2825,14661.75,714.0,5704.860000000001,2660.67,27.66,61966.91,-8956.89,-157.00455401184252,0.2527433628318584,0.3890981635889304
12546,JIM BEAM BRANDS COMPANY,3566,Pinnacle Raspberry,0.71,0.99,50.0,20642,14655.82,7003.0,6932.97,2458.17,363.18,123880.97,-7722.849999999999,-111.3930970421046,0.3392597616510028,0.4730523437105532
8004,SAZERAC CO INC,5822,Ryans Irish Cream,6.24,7.99,375.0,2347,14645.279999999999,966.0,7012.34,5810.01,377.99,50293.62,-7632.939999999999,-108.85011280114767,0.4115892628887942,0.4788122862792655
7153,PINE STATE TRADING CO,29810,Fess Parker Chard,10.38,16.99,750.0,1410,14635.800000000001,459.0,7569.41,3935.62,51.050000000000004,15884.82,-7066.390000000001,-93.35456792537333,0.32553191489361705,0.5171845748097131
2000,SOUTHERN WINE & SPIRITS NE,20152,La Cote Blanche Mcon V Chard,8.9,13.99,750.0,1644,14631.6,529.0,7173.71,3339.55,58.92,19016.59,-7457.89,-103.96140908957847,0.3217761557177616,0.49028882692255116
17031,FLAG HILL WINERY & VINEYARD,5641,Flag Hill Raspberry Liqueur,11.1,14.99,375.0,1318,14629.8,376.0,5636.24,4676.88,147.15,1573.31,-8993.56,-159.56666146225143,0.2852807283763278,0.3852574881406444
10754,PERFECTA WINES,37311,Salmon Run NY Chard,6.89,9.99,750.0,2123,14627.470000000001,577.0,6278.2300000000005,3598.6800000000003,64.14,28720.52,-8349.240000000002,-132.98716357954393,0.2717852096090438,0.42920819526548337
9165,ULTRA BEVERAGE COMPANY LLP,15079,Anna de Codorniu Brut Cava,7.74,12.99,750.0,1889,14620.859999999999,761.0,8363.39,3417.89,84.96000000000001,68054.7,-6257.469999999999,-74.81978001743312,0.40285865537321336,0.5720176514924566
4425,MARTIGNETTI COMPANIES,25678,Ch Recougne Brdx Superieur,10.59,15.99,750.0,1380,14614.199999999999,395.0,5508.05,3655.38,43.68,144929.24,-9106.149999999998,-165.32438884904818,0.286231884057971,0.37689712745138293
3252,E & J GALLO WINERY,6362,Totts Brut Calif,5.29,7.99,750.0,2759,14595.109999999999,863.0,6895.37,1797.75,96.71000000000001,61966.91,-7699.739999999999,-111.66536386009741,0.31279449075752086,0.4724438527698661
480,BACARDI USA INC,40114,M & R Prosecco Frizzante,6.66,13.99,750.0,2191,14592.06,571.0,6471.29,3646.81,63.5,89286.27,-8120.7699999999995,-125.48919921684856,0.2606115928799635,0.44348022143549304
9165,ULTRA BEVERAGE COMPANY LLP,3417,Six Saints Caribbean Rum,19.83,24.99,750.0,735,14575.050000000001,146.0,2803.54,1854.04,115.13,68054.7,-11771.510000000002,-419.88022286109714,0.19863945578231293,0.19235199879245696
9552,M S WALKER INC,41065,Martin Ray Chard RRV,11.18,16.99,750.0,1303,14567.539999999999,341.0,5825.589999999999,3146.16,37.92,55551.82,-8741.95,-150.06119551839387,0.261703760552571,0.3999021111320099
12546,JIM BEAM BRANDS COMPANY,3581,Pinnacle Citrus,0.74,0.99,50.0,19681,14563.94,6212.0,6149.88,2388.87,321.57,123880.97,-8414.060000000001,-136.8166533330732,0.31563436817234897,0.4222676006630074
2000,SOUTHERN WINE & SPIRITS NE,19126,Delas Cotes du Rhone,8.44,12.99,750.0,1724,14550.56,578.0,7508.22,4390.62,64.22,19016.59,-7042.339999999999,-93.79506727293551,0.3352668213457077,0.5160090058389506
4425,MARTIGNETTI COMPANIES,19282,Penfolds Bin 8 Cab Svgn/Shir,13.51,19.99,750.0,1076,14536.76,392.0,7978.28,4900.7699999999995,43.46,144929.24,-6558.4800000000005,-82.20418436053887,0.3643122676579926,0.5488348160112707
1128,BROWN-FORMAN CORP,1801,Jack Daniels Tennesse Fire,9.62,12.99,375.0,1511,14535.82,104.0,1350.96,740.4300000000001,40.81,68601.68,-13184.86,-975.9622786759046,0.06882859033752482,0.09294006117301948
3252,E & J GALLO WINERY,28312,Gallo Copperidge Merlot Cal,4.72,6.99,1500.0,3078,14528.16,751.0,5249.49,1006.5600000000001,168.93,61966.91,-9278.67,-176.7537417920598,0.24398960363872643,0.36133206132091056
7153,PINE STATE TRADING CO,26431,Harken Chard,8.78,12.99,750.0,1654,14522.119999999999,789.0,10648.11,4859.42,87.98,15884.82,-3874.0099999999984,-36.382137299483176,0.47702539298669894,0.7332338529085286
4425,MARTIGNETTI COMPANIES,43685,Babich Svgn Bl Marlboro,9.58,13.99,750.0,1512,14484.96,357.0,4994.43,2728.05,39.730000000000004,144929.24,-9490.529999999999,-190.02228482529534,0.2361111111111111,0.3448010902342844
17035,PERNOD RICARD USA,5395,Kahlua Chili Chocolate,15.19,18.99,750.0,953,14476.07,491.0,9160.09,7532.959999999999,387.23,123780.22,-5315.98,-58.03414595271443,0.5152151101783841,0.6327746411836914
90059,BLACK COVE BEVERAGES,5338,Morecello Blackberry Cello,15.74,19.99,375.0,919,14465.06,313.0,6256.87,3398.2999999999997,122.87,74.84,-8208.189999999999,-131.1868394261028,0.3405875952121872,0.43255057358904836
9165,ULTRA BEVERAGE COMPANY LLP,4256,English Harbour Rum,22.38,29.99,750.0,646,14457.48,268.0,7151.32,6381.61,211.45000000000002,68054.7,-7306.16,-102.16519467734628,0.4148606811145511,0.49464498653983957
